屬性,品種,性別,體型,顏色,年紀,結紮,疫苗,地點,網址
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73103>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/b17c993e-2fa5-474e-8ec7-06596e73332c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73104>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/37ee89c5-a9a0-49c8-92df-39ebef440ee8_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73105>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5d841d8a-89a1-4fc4-8712-5871020f2dec_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73106>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7db1e03a-0212-4e6f-8712-66e6ff16447a_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73107>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/52de854b-7cc8-49da-b81e-4394d5b62b1b_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73108>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cacc9b3c-68f1-4b9c-86f7-858c7b963eb1_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73109>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f8724ec8-f3d5-492e-bdb1-ef3b6846fecf_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73110>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7ab33485-ab35-467f-bd2e-9cc341a0a51b_org.jpg')"
屬性: 狗,品種：貴賓,性別： 公,體型： MEDIUM,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73111>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/5df695da-5a26-4ada-a78d-538048ad4280_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73112>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/39be4fe8-8023-4fe6-9ece-e1e0b5f41c1d_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73113>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6968604e-fa6c-4321-b851-2e138425eda0_org.JPG')"
屬性: 狗,品種：貴賓,性別： 公,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73114>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/49738176-1ad0-48e5-b400-fd2bbd745c9c_org.jpg')"
屬性: 狗,品種：柯基,性別： 母,體型： BIG,顏色：黃白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73115>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4b90376f-732f-4c0d-9ee7-b3e4341694bf_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73116>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/eb31fd69-c081-4eb3-a9f2-fd66337ce677_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73117>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2f64ae84-1107-48c7-afa2-c244a86aaca4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73118>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a31f0c92-5551-4d60-a28a-d30efb5a36e5_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73119>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f912b622-7c95-4518-a565-9ee0133101a4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73120>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4aa2ab31-1344-449f-a72a-849d00e672ed_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73121>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f7a44ac1-1654-442e-936a-74b375c6c8be_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73122>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/aa977ba5-0d71-4a4d-a45f-730b9cd5f1d0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73123>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/339901e8-5610-4ad6-8bee-b210b1955c00_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：花色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73124>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4f065125-0e3a-43cf-b154-4c65eceb063c_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73125>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e7dcf571-a743-4625-85de-905dd090aed9_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73126>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73127>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/22eea48e-ba4d-4e45-ae92-23a456f1a9f9_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73128>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/143c01cf-30a1-4e0c-94c1-5aa057e03a49_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73129>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/882365af-f8cd-4c47-b0f6-424ad44defb3_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73130>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/342089c7-add3-4955-b6cf-63f97bf32cc9_org.jpg')"
屬性: 狗,品種：貴賓,性別： 公,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73131>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a42e5e9d-885a-4131-b318-221f1f8b5abd_org.jpg')"
屬性: 狗,品種：貴賓,性別： 公,體型： SMALL,顏色：棕色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73132>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bbadf83e-5605-45c7-9a99-b16a29bfae6b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市淡水區公立動物之家 ,"('<73133>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c8d4098b-1cd7-44d7-b9f8-66728cc98579_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73134>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8df07cd4-d50a-4c88-ac99-ad4317154407_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市中和區公立動物之家 ,"('<73135>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c6a4ebb8-2ea5-4c9d-81d6-151840c9824c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73136>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2ba647f3-f8eb-4821-ba00-ed19bb5d6210_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73137>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8727dc1e-b7e4-4eb1-977d-bea0541f8dcb_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73138>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/35ef0139-b9d4-45fc-9727-2308a8e4f333_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73139>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/784208af-fa98-4243-a592-cc1115676fbe_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 臺北市動物之家 ,"('<73140>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f728ddd0-3736-45a5-9bb6-2b8dfbc69068_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73141>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/6b161f96-138a-4fc0-90d3-d4e2c3db0743_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73142>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/36383568-503d-46ba-9ddb-f3907b3eb41e_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73143>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e2a7e983-28ff-4a80-b17b-ab9c1e24060f_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73144>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7f76bdfc-5219-40dc-a404-122c44ce2376_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺北市動物之家 ,"('<73145>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/239ab224-929f-41eb-ac40-b799cb339dcb_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹市動物保護教育園區 ,"('<73146>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/44690473-9125-4bbd-b4b8-966ebe7eeddc_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73147>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/2f69d620-49fa-4fb1-a3be-125cfc1caaaf_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73148>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/25835bc3-acff-4f04-9abe-41cb97f26623_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73149>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/77566b0e-4706-462b-9510-8e0cb38dddbe_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73150>', 'https://asms.coa.gov.tw/AmlApp/images/defaultSmall.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市淡水區公立動物之家 ,"('<73151>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4170a716-83fa-4591-805e-728377ed31b1_org.JPG')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73152>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bce8c957-dc98-4905-8e91-10ce9df4b439_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73153>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4a6fe90a-330d-4abf-bf31-51605840cee2_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺東縣動物收容中心 ,"('<73154>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/04301169-45ce-4a3f-985b-f4864a0b6198_org.jpg')"
屬性: 狗,品種：比特,性別： 母,體型： BIG,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 高雄市燕巢動物保護關愛園區 ,"('<73155>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8b161ebb-6e55-4677-8912-df1707aac67a_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 彰化縣流浪狗中途之家 ,"('<73156>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/cb2113d4-16f4-4741-b452-bb293ae4ec4c_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 宜蘭縣流浪動物中途之家 ,"('<73157>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/17e41fa9-c70a-4c64-a6d7-aead1fcd11ef_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 臺南市動物之家善化站 ,"('<73158>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/926a3c0a-a83e-499b-b599-20bb8544558f_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73159>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/ff7e61ba-45a6-43b0-adfa-98cc5effacd4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73160>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/bfba24d2-ec67-4972-a519-74dbaf371a75_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73161>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/f02b9484-4539-4039-a567-290a350ebbc8_org.jpeg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73162>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/512b945d-7778-493f-8812-ed1ae661c65b_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： SMALL,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73163>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c1c497a4-3977-4a1a-81f0-057c46db3d54_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73164>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0a127446-5dc7-4882-8cc9-9a7cafabb87d_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市五股區公立動物之家 ,"('<73165>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/41d1b562-6fa3-433e-9f8e-e8495f426cb0_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黃色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新竹市動物保護教育園區 ,"('<73166>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0545a684-92ee-4408-883f-3eb9c5a4e767_org.JPG')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 彰化縣流浪狗中途之家 ,"('<73167>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/e177dbf7-272e-4566-904d-7c9c3a17c97c_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：虎斑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73168>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/4c8aa980-ad08-42e2-9218-97eb7c287a10_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73169>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/8697669c-ac92-4b91-9d72-025aedd9a7a8_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： MEDIUM,顏色：虎斑白色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73170>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/221742bc-cc97-4086-9dec-8740807e107b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 母,體型： BIG,顏色：黑虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73171>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/a1f0540a-0d9c-40b0-9811-dae3534327da_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： BIG,顏色：黃虎斑色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 苗栗縣生態保育教育中心(動物收容所) ,"('<73172>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/7d4baf1c-3b86-4018-91b4-1cea14392f27_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73173>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/3b55168f-3f13-4201-9515-aac40b807331_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73174>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/370358cf-5b6e-405f-8e5a-887b6f54f2b8_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 澎湖縣流浪動物收容中心 ,"('<73175>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/d0f04ee8-347b-419e-98ab-5a151b21faf0_org.jpeg')"
屬性: 貓,品種：混種貓,性別： 母,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73176>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0f187b74-1127-46cc-8bce-a2fd67aa2508_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73177>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0cd2be6f-743a-48ea-9c39-3e789efd6e0b_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黃虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73178>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/0e9be171-4002-4d28-80b4-05d7051b4d20_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：黑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73179>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/c65ce9c8-72dc-4ff4-be05-2ab7b67e8586_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑白色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73180>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/aa78d346-2a9d-4235-a3ab-569a561f4da8_org.jpg')"
屬性: 貓,品種：混種貓,性別： 公,體型： SMALL,顏色：虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73181>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/aedd5d98-482f-44fd-b07e-3a1708376cd0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑黃色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新北市板橋區公立動物之家 ,"('<73182>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/23ba84c1-4867-41da-a700-4b6586aa9b8d_org.JPG')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：棕黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 金門縣動物收容中心 ,"('<73183>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/23faedea-48c0-4620-997a-500656d14dd0_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： BIG,顏色：棕色,年紀：幼年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 新北市瑞芳區公立動物之家 ,"('<73184>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/13478dfa-befe-4b89-aa1d-688391a897d4_org.jpg')"
屬性: 狗,品種：混種狗,性別： 母,體型： MEDIUM,顏色：黑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 新竹縣公立動物收容所 ,"('<73185>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1924cd82-0e96-40cf-9e87-32f28c5a4c9b_org.jpg')"
屬性: 狗,品種：混種狗,性別： 公,體型： SMALL,顏色：黑色,年紀：成年,結紮： 已結紮,狂犬病疫苗： 已施打,地點: 南投縣公立動物收容所 ,"('<73186>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/65d8bbe3-5503-4bfb-ad17-7621a0ddc73a_org.JPG')"
屬性: 貓,品種：混種貓,性別： 母,體型： MEDIUM,顏色：黑虎斑色,年紀：幼年,結紮： 未結紮,狂犬病疫苗： 未施打,地點: 桃園市動物保護教育園區 ,"('<73187>', 'https://asms.coa.gov.tw/AmlApp/Upload/Pic/1587349f-7261-4f09-affa-c8554180ecf0_org.jpg')"
